186,oroq,eggscracker,2016-09-29 00:34:05.173403,!monster a -30 0,0,0,0,0
187,oroq,eggscracker,2016-09-29 00:34:32.509967,!monster b 4 4,0,0,0,0
188,oroq,antequin,2016-09-29 00:34:52.773431,!arrow 0 10,0,0,0,0
189,oroq,antequin,2016-09-29 00:35:02.948575,!arrow 0 20,0,0,0,0
190,oroq,antequin,2016-09-29 00:35:07.083488,hahaha,0,0,0,0
191,oroq,eggscracker,2016-09-29 00:35:12.055544,!monster a -30 20,0,0,0,0
192,oroq,antequin,2016-09-29 00:35:16.314877,!monster a -30 0,0,0,0,0
193,oroq,antequin,2016-09-29 00:35:22.118640,!monster a -20 0,0,0,0,0
194,oroq,antequin,2016-09-29 00:35:30.684655,!monster a 0 -30,0,0,0,0
195,oroq,eggscracker,2016-09-29 00:35:38.060840,!monster b 5 5,0,0,0,0
196,oroq,antequin,2016-09-29 00:35:39.098434,!monster a 0 -25,0,0,0,0
197,oroq,antequin,2016-09-29 00:35:42.951891,!monster a 0 -24,0,0,0,0
198,oroq,antequin,2016-09-29 00:35:49.394432,!monster a 0 -21,0,0,0,0
199,oroq,antequin,2016-09-29 00:35:56.229136,!monster a 0 -20,0,0,0,0
200,oroq,antequin,2016-09-29 00:36:06.310906,!monster a -30 0,0,0,0,0
201,oroq,antequin,2016-09-29 00:36:09.779473,!monster a -20 0,0,0,0,0
202,oroq,eggscracker,2016-09-29 00:36:11.497025,!monster a -20 10,0,0,0,0
203,oroq,antequin,2016-09-29 00:36:12.690647,!monster a -21 0,0,0,0,0
204,oroq,eggscracker,2016-09-29 00:36:26.311740,!monster a -30 10,0,0,0,0
205,oroq,antequin,2016-09-29 00:36:30.760581,!monster a 30,0,0,0,0
206,oroq,antequin,2016-09-29 00:36:34.110223,!monster a 30 30,0,0,0,0
207,oroq,antequin,2016-09-29 00:36:36.720979,!monster a 21 21,0,0,0,0
208,oroq,eggscracker,2016-09-29 00:36:37.674051,!monster c 5 10,0,0,0,0
209,oroq,antequin,2016-09-29 00:36:41.980161,!monster a 23 23,0,0,0,0
210,oroq,antequin,2016-09-29 00:36:46.986548,!monster a 24 24,0,0,0,0
211,oroq,antequin,2016-09-29 00:36:50.404614,!monster a 25 25,0,0,0,0
213,oroq,antequin,2016-09-29 00:36:52.442335,!monster a 26 26,0,0,0,0
214,oroq,antequin,2016-09-29 00:36:54.494429,!monster a 27 27,0,0,0,0
215,oroq,eggscracker,2016-09-29 00:36:55.385626,!monster d -10 30,0,0,0,0
216,oroq,antequin,2016-09-29 00:36:56.567744,!monster a 28 28,0,0,0,0
217,oroq,eggscracker,2016-09-29 00:37:03.428588,!monster b 0 10,0,0,0,0
218,oroq,antequin,2016-09-29 00:37:05.663490,!monster a -24 -24,0,0,0,0
219,oroq,antequin,2016-09-29 00:37:13.397986,!monster a -24 -23,0,0,0,0
220,oroq,antequin,2016-09-29 00:37:26.989952,!monster a -23 -23,0,0,0,0
221,oroq,antequin,2016-09-29 00:37:34.987067,!monster a -22 -22,0,0,0,0
222,oroq,antequin,2016-09-29 00:37:59.714726,!monster c -30 0,0,0,0,0
223,oroq,eggscracker,2016-09-29 00:38:00.498041,!monster a -30 0,0,0,0,0
224,oroq,eggscracker,2016-09-29 00:38:06.690864,!monster a -30 10,0,0,0,0
225,oroq,antequin,2016-09-29 00:38:14.436126,!monster c -20 0,0,0,0,0
226,oroq,eggscracker,2016-09-29 00:38:14.506164,!monster a 30 20,0,0,0,0
227,oroq,oroq,2016-09-29 00:38:19.593689,ok i think we got enough,1,1,0,0
228,oroq,antequin,2016-09-29 00:38:20.674852,!monster c 21 0,0,0,0,0
229,oroq,antequin,2016-09-29 00:38:23.819334,kk,0,0,0,0
230,oroq,antequin,2016-09-29 00:38:26.876923,yeah!,0,0,0,0
